ad_id,number_of_bathrooms,number_of_bedrooms,number_of_beds,latitude,longitude,ano,mes,dia,Address
6.101559324978179e+17,1,2,2.0,-27.089,-48.61,2022.0,9.0,26.0,Meia Praia
54067163.0,1,1,3.0,-27.08956,-48.60653,2022.0,9.0,26.0,Centro
6.21626596784794e+17,2,3,5.0,-27.12109,-48.60821,2022.0,9.0,26.0,Meia Praia
22531967.0,3,3,8.0,-27.09431,-48.61436,2022.0,10.0,24.0,Morretes
7.363687116021021e+17,2,3,4.0,-27.14721,-48.58949,2022.0,10.0,24.0,Meia Praia
42153986.0,3,4,5.0,-27.131,-48.602,2022.0,10.0,10.0,Meia Praia
53957220.0,2,3,4.0,-27.15213,-48.58456,2022.0,10.0,10.0,Meia Praia
46011131.0,2,3,3.0,-27.122,-48.607,2022.0,7.0,25.0,Morretes
21397811.0,2,3,8.0,-27.12832,-48.60221,2022.0,11.0,28.0,Meia Praia
53603293.0,2,2,2.0,-27.1319,-48.60748,2022.0,11.0,28.0,Meia Praia
22531967.0,3,3,8.0,-27.09431,-48.61436,2022.0,11.0,28.0,Meia Praia
6.13065686516416e+17,2,3,4.0,-27.13176,-48.5988,2022.0,11.0,28.0,Meia Praia
7.252870767843904e+17,2,2,3.0,-27.13718,-48.59364,2022.0,11.0,28.0,Meia Praia
48344243.0,1,2,3.0,-27.138,-48.593,2022.0,11.0,28.0,Centro
6.101559324978179e+17,1,2,2.0,-27.089,-48.61,2022.0,11.0,28.0,Centro
22401360.0,2,2,2.0,-27.152,-48.575,2022.0,11.0,28.0,Meia Praia
16662563.0,3,4,7.0,-27.134,-48.596,2022.0,11.0,28.0,Meia Praia
41861626.0,2,3,5.0,-27.15449,-48.56641,2022.0,11.0,28.0,Meia Praia
31560419.0,2,2,4.0,-27.097,-48.615,2022.0,11.0,28.0,Meia Praia
53990080.0,2,3,6.0,-27.12729,-48.6003,2022.0,9.0,26.0,Meia Praia
31141252.0,2,2,3.0,-27.12152,-48.60787,2022.0,9.0,26.0,Meia Praia
16662563.0,3,4,7.0,-27.134,-48.596,2022.0,9.0,5.0,Meia Praia
40449599.0,3,3,4.0,-27.124,-48.607,2022.0,9.0,5.0,Meia Praia
45726200.0,3,3,5.0,-27.13741,-48.59297,2022.0,9.0,5.0,Meia Praia
30911045.0,1,2,3.0,-27.15836,-48.5722,2022.0,9.0,12.0,Morretes
6.896766756564984e+17,2,3,7.0,-27.157,-48.57,2022.0,9.0,26.0,Meia Praia
52389439.0,2,3,4.0,-27.13486,-48.59751,2022.0,9.0,26.0,Centro
47809244.0,2,2,3.0,-27.14077,-48.5911,2022.0,9.0,26.0,Meia Praia
53829219.0,1,1,1.0,-27.09523,-48.62847,2022.0,10.0,24.0,Meia Praia
32155445.0,2,2,2.0,-27.13735,-48.59716,2022.0,9.0,19.0,Meia Praia
44256985.0,2,2,3.0,-27.12118,-48.61852,2022.0,9.0,19.0,Meia Praia
38547049.0,2,2,5.0,-27.13265,-48.59839,2022.0,9.0,26.0,Meia Praia
53102384.0,3,2,3.0,-27.12292,-48.60823,2022.0,9.0,26.0,Canto da Praia
6.847824486655741e+17,2,3,5.0,-27.12977,-48.60166,2022.0,11.0,28.0,Ilhota
39635217.0,2,3,3.0,-27.13453,-48.59561,2022.0,10.0,31.0,Meia Praia
44377998.0,1,1,2.0,-27.1584,-48.56032,2022.0,10.0,31.0,Meia Praia
39950678.0,4,4,14.0,-27.12022,-48.61236,2022.0,10.0,31.0,Meia Praia
16882234.0,2,4,8.0,-27.09326,-48.61469,2022.0,10.0,31.0,Centro
51840903.0,2,2,3.0,-27.13217,-48.60096,2022.0,10.0,31.0,Meia Praia
5.5920366280242797e+17,3,3,3.0,-27.12942,-48.59842,2022.0,10.0,3.0,Meia Praia
7.154544197253998e+17,2,3,3.0,-27.093,-48.635,2022.0,10.0,3.0,Meia Praia
46942717.0,2,3,6.0,-27.10101,-48.61552,2022.0,10.0,3.0,Centro
31069380.0,3,3,3.0,-27.12689,-48.60708,2022.0,10.0,3.0,Meia Praia
22682127.0,2,3,8.0,-27.118,-48.617,2022.0,10.0,3.0,Meia Praia
46371374.0,3,2,2.0,-27.12273,-48.60739,2022.0,10.0,3.0,Centro
23023313.0,2,2,2.0,-27.116,-48.609,2022.0,10.0,31.0,Meia Praia
5.587190495574118e+17,2,3,4.0,-27.09596,-48.61326,2022.0,10.0,31.0,Meia Praia
48094294.0,1,2,3.0,-27.10086,-48.61706,2022.0,10.0,31.0,Meia Praia
37148632.0,2,2,2.0,-27.13085,-48.60167,2022.0,10.0,31.0,Meia Praia
46329896.0,4,3,3.0,-27.13171,-48.59954,2022.0,10.0,31.0,Meia Praia
31511990.0,2,2,5.0,-27.084,-48.611,2022.0,9.0,12.0,Meia Praia
24171739.0,2,3,3.0,-27.13,-48.599,2022.0,9.0,12.0,Centro
47921968.0,2,3,4.0,-27.13211,-48.59817,2022.0,9.0,19.0,Centro
40583828.0,2,3,4.0,-27.13601,-48.5988,2022.0,9.0,19.0,Meia Praia
31971404.0,2,4,6.0,-27.14356,-48.58679,2022.0,11.0,7.0,Meia Praia
30711160.0,2,3,10.0,-27.09585,-48.61395,2022.0,11.0,7.0,Meia Praia
39197724.0,2,3,4.0,-27.123,-48.606,2022.0,11.0,7.0,Meia Praia
47269826.0,3,3,3.0,-27.14242,-48.58943,2022.0,10.0,3.0,Morretes
7.064900973617878e+17,2,4,6.0,-27.12757,-48.60234,2022.0,9.0,26.0,Meia Praia
20563444.0,1,1,4.0,-27.10347,-48.61537,2022.0,10.0,31.0,Meia Praia
7.349915722081382e+17,1,1,2.0,-27.0935,-48.61484,2022.0,10.0,31.0,Morretes
7.339432369672058e+17,2,3,4.0,-27.12134,-48.60611,2022.0,10.0,31.0,Meia Praia
41257314.0,1,2,3.0,-27.09568,-48.61912,2022.0,10.0,31.0,Meia Praia
54247300.0,1,2,2.0,-27.12282,-48.60554,2022.0,10.0,31.0,Meia Praia
38113842.0,1,1,1.0,-27.06306,-48.59763,2022.0,9.0,26.0,Meia Praia
22514231.0,2,2,2.0,-27.10713,-48.61393,2022.0,9.0,26.0,Meia Praia
32420779.0,3,3,3.0,-27.13891,-48.59572,2022.0,10.0,24.0,Meia Praia
30343788.0,3,3,6.0,-27.13965,-48.59308,2022.0,10.0,10.0,Centro
53142229.0,5,5,7.0,-27.0921,-48.60575,2022.0,11.0,28.0,Centro
53335881.0,2,2,4.0,-27.15336,-48.57311,2022.0,11.0,7.0,Centro
7.080454270823721e+17,2,2,3.0,-27.094,-48.612,2022.0,11.0,7.0,Meia Praia
54197754.0,2,2,3.0,-27.10488,-48.61438,2022.0,11.0,7.0,Meia Praia
5.993685280943528e+17,4,3,3.0,-27.137,-48.597,2022.0,10.0,10.0,Meia Praia
52590776.0,2,3,5.0,-27.12294,-48.60797,2022.0,10.0,10.0,Centro
48182966.0,3,3,4.0,-27.09332,-48.61197,2022.0,10.0,10.0,Meia Praia
30952394.0,1,3,3.0,-27.13632,-48.60152,2022.0,10.0,10.0,Meia Praia
31740594.0,3,4,6.0,-27.12507,-48.60411,2022.0,11.0,28.0,Meia Praia
29460395.0,1,1,4.0,-27.12105,-48.62564,2022.0,10.0,8.0,Meia Praia
47440042.0,1,3,8.0,-27.13749,-48.5947,2022.0,10.0,8.0,Meia Praia
47031972.0,1,2,3.0,-27.13677,-48.59779,2022.0,10.0,8.0,Meia Praia
17013106.0,4,4,6.0,-27.11149,-48.61087,2022.0,10.0,8.0,Meia Praia
28071688.0,3,3,4.0,-27.1261,-48.60269,2022.0,10.0,8.0,Meia Praia
6.556491527908143e+17,2,3,3.0,-27.136,-48.598,2022.0,10.0,8.0,Meia Praia
41799727.0,2,2,4.0,-27.13112,-48.60282,2022.0,10.0,10.0,Meia Praia
46896012.0,2,3,4.0,-27.13,-48.602,2022.0,10.0,10.0,Meia Praia
40532740.0,2,2,5.0,-27.13087,-48.60286,2022.0,10.0,10.0,Meia Praia
46530405.0,2,3,3.0,-27.114,-48.61,2022.0,10.0,31.0,Morretes
39600601.0,3,3,6.0,-27.13138,-48.59962,2022.0,10.0,31.0,Meia Praia
41408275.0,1,1,0.0,-27.13613,-48.60259,2022.0,10.0,10.0,Meia Praia
40986418.0,3,3,4.0,-27.1331,-48.60525,2022.0,10.0,10.0,Meia Praia
45910353.0,4,3,6.0,-27.10341,-48.61327,2022.0,10.0,10.0,Morretes
53188113.0,4,4,4.0,-27.1402,-48.59515,2022.0,10.0,10.0,Centro
7.39119927990564e+17,2,2,2.0,-27.088,-48.613,2022.0,10.0,31.0,Meia Praia
41799727.0,2,2,4.0,-27.13112,-48.60282,2022.0,10.0,31.0,Meia Praia
48150450.0,2,3,6.0,-27.13376,-48.59897,2022.0,7.0,25.0,Meia Praia
31050790.0,2,3,5.0,-27.11758,-48.60795,2022.0,11.0,28.0,Ilhota
44075219.0,3,3,6.0,-27.10497,-48.61276,2022.0,11.0,28.0,Morretes
47179602.0,2,3,4.0,-27.13988,-48.59261,2022.0,10.0,8.0,Canto da Praia
53455045.0,2,2,2.0,-27.15712,-48.57009,2022.0,10.0,8.0,Morretes
22421421.0,1,2,5.0,-27.116,-48.614,2022.0,10.0,8.0,Morretes
38103386.0,2,3,6.0,-27.15368,-48.57254,2022.0,10.0,8.0,Meia Praia
53738511.0,1,2,3.0,-27.14046,-48.59394,2022.0,9.0,19.0,Meia Praia
48150450.0,2,3,6.0,-27.13376,-48.59897,2022.0,9.0,19.0,Meia Praia
6.781635795094474e+17,1,1,1.0,-27.1287,-48.61328,2022.0,9.0,19.0,Canto da Praia
53113087.0,2,3,3.0,-27.12912,-48.60299,2022.0,9.0,12.0,Meia Praia
40986418.0,3,3,4.0,-27.1331,-48.60525,2022.0,9.0,12.0,Meia Praia
5.4980680555092704e+17,2,3,3.0,-27.12535,-48.60386,2022.0,9.0,12.0,Morretes
45435621.0,5,5,7.0,-27.1343,-48.59607,2022.0,9.0,19.0,Centro
39990143.0,1,1,4.0,-27.09212,-48.63426,2022.0,9.0,19.0,Meia Praia
47534961.0,2,2,2.0,-27.13407,-48.60054,2022.0,9.0,19.0,Meia Praia
46990438.0,3,2,4.0,-27.09556,-48.61421,2022.0,9.0,19.0,Centro
38998610.0,1,1,2.0,-27.14459,-48.60141,2022.0,10.0,31.0,Meia Praia
40836223.0,3,6,7.0,-27.14742,-48.58631,2022.0,11.0,7.0,Meia Praia
50085393.0,2,3,4.0,-27.12543,-48.60288,2022.0,10.0,31.0,Meia Praia
29800671.0,2,3,4.0,-27.13598,-48.59359,2022.0,10.0,31.0,Meia Praia
7.248290188339807e+17,2,5,5.0,-27.13134,-48.60434,2022.0,10.0,10.0,Centro
52509425.0,2,2,2.0,-27.13754,-48.60056,2022.0,11.0,7.0,Meia Praia
10266012.0,1,1,1.0,-27.121,-48.613,2022.0,11.0,7.0,Centro
32371924.0,2,3,5.0,-27.10601,-48.61332,2022.0,11.0,7.0,Meia Praia
5.891822965997688e+17,2,2,2.0,-27.13513,-48.60757,2022.0,10.0,10.0,Meia Praia
34218930.0,3,3,5.0,-27.132,-48.6,2022.0,11.0,28.0,Centro
50085393.0,2,3,4.0,-27.12543,-48.60288,2022.0,9.0,26.0,Centro
52582512.0,3,3,3.0,-27.12532,-48.60696,2022.0,9.0,26.0,Meia Praia
16675568.0,1,1,2.0,-27.08927,-48.60591,2022.0,9.0,26.0,Centro
5.805416884254013e+17,1,2,2.0,-27.05779,-48.60598,2022.0,9.0,26.0,Meia Praia
6.303261553010788e+17,2,2,3.0,-27.1348,-48.59544,2022.0,9.0,26.0,Meia Praia
28987242.0,2,4,5.0,-27.12571,-48.60316,2022.0,9.0,26.0,Meia Praia
30108884.0,2,2,1.0,-27.095,-48.613,2022.0,11.0,28.0,Meia Praia
30314062.0,1,2,3.0,-27.0885,-48.61573,2022.0,11.0,28.0,Meia Praia
15934309.0,2,3,3.0,-27.13145,-48.59793,2022.0,12.0,5.0,Meia Praia
16426910.0,2,2,2.0,-27.12862,-48.60762,2022.0,12.0,5.0,Meia Praia
34218930.0,3,3,5.0,-27.132,-48.6,2022.0,12.0,5.0,Meia Praia
5.891822965997688e+17,2,2,2.0,-27.13513,-48.60757,2022.0,9.0,5.0,Meia Praia
31950848.0,2,3,3.0,-27.13483,-48.60081,2022.0,9.0,5.0,Meia Praia
53492737.0,2,3,3.0,-27.0964,-48.61541,2022.0,9.0,5.0,Centro
6.150478295785715e+17,1,3,1.0,-27.13407,-48.59834,2022.0,12.0,5.0,Meia Praia
29907812.0,2,2,4.0,-27.12353,-48.60326,2022.0,12.0,5.0,Centro
53750030.0,2,3,3.0,-27.126,-48.607,2022.0,10.0,10.0,Meia Praia
7.193558914703456e+17,2,2,4.0,-27.13838,-48.5927,2022.0,10.0,10.0,Centro
53592128.0,3,3,5.0,-27.13321,-48.59513,2022.0,10.0,10.0,Meia Praia
27582707.0,2,3,4.0,-27.09558,-48.61362,2022.0,10.0,3.0,Centro
18287935.0,1,1,2.0,-27.09159,-48.6131,2022.0,10.0,8.0,Meia Praia
31397917.0,1,1,1.0,-27.13254,-48.60825,2022.0,9.0,12.0,Meia Praia
49824103.0,2,3,5.0,-27.12982,-48.60193,2022.0,9.0,12.0,Meia Praia
13145799.0,2,2,2.0,-27.12972,-48.60748,2022.0,10.0,3.0,Meia Praia
54070429.0,3,3,5.0,-27.1294,-48.60309,2022.0,10.0,3.0,Centro
42307031.0,4,4,6.0,-27.11528,-48.60896,2022.0,10.0,31.0,Meia Praia
52619435.0,1,2,4.0,-27.09199,-48.61722,2022.0,10.0,24.0,Meia Praia
21091876.0,2,3,3.0,-27.12366,-48.60626,2022.0,10.0,24.0,Meia Praia
41856056.0,1,2,2.0,-27.12338,-48.61333,2022.0,10.0,24.0,Meia Praia
53794321.0,2,2,2.0,-27.144,-48.589,2022.0,11.0,28.0,Morretes
30756202.0,2,2,3.0,-27.13915,-48.59531,2022.0,11.0,28.0,Centro
7.456328200941882e+17,3,3,3.0,-27.12671,-48.60515,2022.0,11.0,28.0,Meia Praia
52025452.0,2,3,4.0,-27.13225,-48.59678,2022.0,11.0,28.0,Meia Praia
6.954033538368142e+17,2,2,6.0,-27.13353,-48.61057,2022.0,11.0,28.0,Meia Praia
6.949475168252801e+17,2,3,5.0,-27.13,-48.601,2022.0,9.0,5.0,Meia Praia
54404085.0,2,3,3.0,-27.09471,-48.61541,2022.0,9.0,5.0,Meia Praia
41126139.0,0,3,3.0,-27.09876,-48.61583,2022.0,11.0,21.0,Canto da Praia
5.72368704250612e+17,2,2,2.0,-27.13354,-48.59777,2022.0,10.0,31.0,Centro
52731252.0,2,3,3.0,-27.1532,-48.57421,2022.0,10.0,31.0,Meia Praia
40154354.0,3,4,9.0,-27.10025,-48.61892,2022.0,10.0,31.0,Meia Praia
38980085.0,3,3,3.0,-27.14055,-48.59169,2022.0,10.0,31.0,Centro
54404085.0,2,3,3.0,-27.09471,-48.61541,2022.0,11.0,21.0,Meia Praia
40154354.0,3,4,9.0,-27.10025,-48.61892,2022.0,9.0,12.0,Meia Praia
40191152.0,5,4,4.0,-27.1381,-48.59391,2022.0,9.0,12.0,Meia Praia
54337886.0,2,2,3.0,-27.13619,-48.60787,2022.0,9.0,26.0,Canto da Praia
16804726.0,4,3,8.0,-27.12809,-48.60703,2022.0,9.0,26.0,Meia Praia
51998239.0,2,2,5.0,-27.14007,-48.59132,2022.0,9.0,26.0,Meia Praia
40224344.0,2,3,3.0,-27.12964,-48.59832,2022.0,9.0,26.0,Morretes
42003334.0,2,3,5.0,-27.13127,-48.59963,2022.0,10.0,3.0,Meia Praia
47741162.0,2,3,6.0,-27.12749,-48.60193,2022.0,10.0,3.0,Centro
54005716.0,1,1,2.0,-27.09043,-48.64565,2022.0,10.0,3.0,Meia Praia
47816646.0,2,2,2.0,-27.06148,-48.59346,2022.0,10.0,3.0,Meia Praia
6.297240912506738e+17,2,2,3.0,-27.13979,-48.59246,2022.0,10.0,3.0,Ilhota
16804726.0,4,3,8.0,-27.12809,-48.60703,2022.0,10.0,3.0,Meia Praia
39385517.0,3,3,4.0,-27.13796,-48.59835,2022.0,11.0,28.0,Meia Praia
40920962.0,2,2,2.0,-27.13055,-48.60281,2022.0,11.0,28.0,Meia Praia
41003097.0,2,3,4.0,-27.10018,-48.61406,2022.0,11.0,28.0,Meia Praia
45699948.0,2,2,3.0,-27.13314,-48.59542,2022.0,11.0,28.0,Meia Praia
38980085.0,3,3,3.0,-27.14055,-48.59169,2022.0,11.0,28.0,Meia Praia
47754124.0,1,1,3.0,-27.13189,-48.60571,2022.0,11.0,28.0,Meia Praia
47542703.0,1,2,4.0,-27.12113,-48.61994,2022.0,11.0,28.0,Meia Praia
53402429.0,3,4,6.0,-27.12714,-48.6062,2022.0,10.0,8.0,Morretes
6.753464325821029e+17,2,3,4.0,-27.13917,-48.59562,2022.0,10.0,8.0,Meia Praia
29302246.0,1,2,4.0,-27.09101,-48.61776,2022.0,10.0,8.0,Centro
45609917.0,2,3,3.0,-27.13781,-48.59252,2022.0,11.0,7.0,Meia Praia
7.470834791465157e+17,2,4,4.0,-27.159,-48.575,2022.0,11.0,7.0,Meia Praia
7.345678788215261e+17,1,1,1.0,-27.059,-48.605,2022.0,11.0,7.0,Meia Praia
21025393.0,3,3,4.0,-27.11638,-48.609,2022.0,11.0,7.0,Meia Praia
38867358.0,1,1,2.0,-27.08907,-48.60832,2022.0,11.0,7.0,Meia Praia
44256985.0,2,2,3.0,-27.12118,-48.61852,2022.0,11.0,7.0,Meia Praia
45843768.0,3,3,4.0,-27.141,-48.592,2022.0,9.0,5.0,Meia Praia
23779860.0,2,3,3.0,-27.12826,-48.60242,2022.0,9.0,5.0,Meia Praia
50795879.0,2,2,2.0,-27.13705,-48.60069,2022.0,12.0,5.0,Centro
16719441.0,1,3,7.0,-27.0897,-48.60625,2022.0,10.0,3.0,Meia Praia
30456723.0,2,2,3.0,-27.13263,-48.60149,2022.0,10.0,3.0,Meia Praia
53143021.0,3,2,0.0,-27.132,-48.597,2022.0,12.0,5.0,Meia Praia
39145712.0,2,3,3.0,-27.11617,-48.60829,2022.0,11.0,7.0,Morretes
53309335.0,2,3,3.0,-27.13592,-48.60019,2022.0,11.0,7.0,Meia Praia
49968308.0,2,3,4.0,-27.13575,-48.59385,2022.0,11.0,7.0,Centro
39032502.0,1,3,5.0,-27.15522,-48.57529,2022.0,11.0,7.0,Meia Praia
29844589.0,2,3,5.0,-27.10237,-48.61521,2022.0,11.0,7.0,Meia Praia
32137927.0,3,4,5.0,-27.15511,-48.57849,2022.0,10.0,10.0,Centro
39315649.0,2,3,3.0,-27.13188,-48.60045,2022.0,10.0,10.0,Meia Praia
40324988.0,1,2,3.0,-27.052,-48.59,2022.0,9.0,19.0,Morretes
32970957.0,1,2,2.0,-27.08853,-48.61303,2022.0,9.0,19.0,Meia Praia
22031263.0,2,3,5.0,-27.13188,-48.59774,2022.0,10.0,10.0,Meia Praia
53105307.0,2,3,4.0,-27.13954,-48.59629,2022.0,10.0,10.0,Meia Praia
6.266132685900417e+17,2,2,4.0,-27.138,-48.592,2022.0,10.0,10.0,Meia Praia
29844589.0,2,3,5.0,-27.10237,-48.61521,2022.0,10.0,10.0,Meia Praia
46220279.0,2,3,3.0,-27.123,-48.606,2022.0,10.0,31.0,Meia Praia
47543180.0,1,2,2.0,-27.09401,-48.61756,2022.0,10.0,31.0,Meia Praia
5.1277747462331776e+17,2,2,5.0,-27.05002,-48.64868,2022.0,10.0,31.0,Meia Praia
27201205.0,2,3,5.0,-27.125,-48.603,2022.0,10.0,10.0,Centro
32970957.0,1,2,2.0,-27.08853,-48.61303,2022.0,10.0,10.0,Meia Praia
41532894.0,2,3,5.0,-27.12496,-48.60491,2022.0,10.0,10.0,Meia Praia
47783121.0,2,2,4.0,-27.09734,-48.61534,2022.0,10.0,31.0,Meia Praia
31050234.0,3,2,5.0,-27.051,-48.595,2022.0,10.0,31.0,Meia Praia
53309335.0,2,3,3.0,-27.13592,-48.60019,2022.0,9.0,26.0,Morretes
6.767094333487177e+17,2,2,2.0,-27.097,-48.617,2022.0,9.0,26.0,Centro
22448710.0,4,4,8.0,-27.11695,-48.60778,2022.0,9.0,26.0,Meia Praia
32066948.0,3,3,5.0,-27.13579,-48.60416,2022.0,9.0,26.0,Meia Praia
39315649.0,2,3,3.0,-27.13188,-48.60045,2022.0,10.0,8.0,Meia Praia
40306119.0,1,2,2.0,-27.148,-48.584,2022.0,10.0,31.0,Meia Praia
16644316.0,2,3,3.0,-27.13393,-48.59408,2022.0,10.0,31.0,Meia Praia
47746340.0,2,2,5.0,-27.13306,-48.59802,2022.0,10.0,31.0,Meia Praia
45215860.0,3,2,2.0,-27.13914,-48.59671,2022.0,10.0,31.0,Meia Praia
7.10148129777547e+17,1,2,2.0,-27.126,-48.604,2022.0,10.0,10.0,Centro
54067586.0,3,3,4.0,-27.14567,-48.58924,2022.0,12.0,5.0,Meia Praia
22448710.0,4,4,8.0,-27.11695,-48.60778,2022.0,12.0,5.0,Meia Praia
39032502.0,1,3,5.0,-27.15522,-48.57529,2022.0,12.0,5.0,Centro
6.767094333487177e+17,2,2,2.0,-27.097,-48.617,2022.0,10.0,8.0,Meia Praia
22448710.0,4,4,8.0,-27.11695,-48.60778,2022.0,10.0,10.0,Meia Praia
47783121.0,2,2,4.0,-27.09734,-48.61534,2022.0,10.0,10.0,Centro
38262480.0,3,4,6.0,-27.14065,-48.59159,2022.0,10.0,10.0,Meia Praia
6.767094333487177e+17,2,2,2.0,-27.097,-48.617,2022.0,10.0,10.0,Centro
46407747.0,4,3,7.0,-27.14125,-48.59126,2022.0,10.0,10.0,Morretes
5.1277747462331776e+17,2,2,5.0,-27.05002,-48.64868,2022.0,10.0,10.0,Centro
7.071263512010163e+17,2,3,6.0,-27.103,-48.614,2022.0,10.0,10.0,Meia Praia
41532894.0,2,3,5.0,-27.12496,-48.60491,2022.0,10.0,8.0,Centro
22031263.0,2,3,5.0,-27.13188,-48.59774,2022.0,10.0,8.0,Meia Praia
16321793.0,2,3,5.0,-27.143,-48.59,2022.0,10.0,31.0,Meia Praia
7.650750314299334e+17,1,2,2.0,-27.0984,-48.61744,2022.0,12.0,5.0,Centro
7.614352421842819e+17,1,2,3.0,-27.126,-48.60695,2022.0,12.0,5.0,Meia Praia
51742599.0,3,4,4.0,-27.13671,-48.59524,2022.0,12.0,5.0,Meia Praia
7.363687116021021e+17,2,3,4.0,-27.14721,-48.58949,2022.0,12.0,5.0,Meia Praia
30354217.0,2,3,5.0,-27.12338,-48.6057,2022.0,10.0,31.0,Meia Praia
53214482.0,2,2,3.0,-27.151,-48.588,2022.0,10.0,31.0,Meia Praia
41859251.0,2,3,13.0,-27.11926,-48.60974,2022.0,10.0,31.0,Meia Praia
53167256.0,1,2,3.0,-27.0948,-48.61689,2022.0,12.0,5.0,Meia Praia
34976786.0,3,3,3.0,-27.127,-48.606,2022.0,10.0,10.0,Meia Praia
7.064892687967501e+17,2,3,4.0,-27.1269,-48.60229,2022.0,11.0,7.0,Meia Praia
16321793.0,2,3,5.0,-27.143,-48.59,2022.0,12.0,5.0,Morretes
39316910.0,3,4,4.0,-27.1205,-48.60465,2022.0,9.0,26.0,Centro
6.070933956513391e+17,1,1,1.0,-27.15738,-48.58787,2022.0,9.0,26.0,Centro
53372578.0,2,2,3.0,-27.13658,-48.5972,2022.0,9.0,26.0,Meia Praia
47782979.0,1,1,1.0,-27.08978,-48.60731,2022.0,11.0,7.0,Meia Praia
7.001465830512366e+17,1,1,1.0,-27.1,-48.617,2022.0,11.0,7.0,Ilhota
53372578.0,2,2,3.0,-27.13658,-48.5972,2022.0,11.0,7.0,Meia Praia
53885820.0,2,5,6.0,-27.081,-48.614,2022.0,11.0,7.0,Meia Praia
30317021.0,2,3,4.0,-27.15271,-48.57531,2022.0,11.0,7.0,Meia Praia
39895753.0,3,3,0.0,-27.14828,-48.58191,2022.0,10.0,3.0,Meia Praia
34976786.0,3,3,3.0,-27.127,-48.606,2022.0,9.0,26.0,Centro
49050392.0,2,3,3.0,-27.13206,-48.59931,2022.0,9.0,26.0,Meia Praia
47782979.0,1,1,1.0,-27.08978,-48.60731,2022.0,9.0,26.0,Centro
42735835.0,2,2,7.0,-27.12386,-48.60626,2022.0,10.0,24.0,Meia Praia
23078040.0,2,3,3.0,-27.12485,-48.60471,2022.0,10.0,24.0,Meia Praia
39950982.0,2,3,4.0,-27.11872,-48.61922,2022.0,10.0,24.0,Meia Praia
5.775475025033966e+17,2,2,2.0,-27.138,-48.593,2022.0,10.0,24.0,Meia Praia
7.260403805492456e+17,1,1,2.0,-27.105,-48.614,2022.0,10.0,8.0,Meia Praia
47377244.0,2,3,4.0,-27.14198,-48.59266,2022.0,10.0,8.0,Meia Praia
46677384.0,2,2,3.0,-27.12878,-48.60205,2022.0,10.0,31.0,Centro
53600501.0,1,2,3.0,-27.06457,-48.59591,2022.0,10.0,31.0,Meia Praia
47213093.0,2,2,2.0,-27.1391,-48.59397,2022.0,10.0,31.0,Meia Praia
39109062.0,4,4,4.0,-27.13773,-48.593,2022.0,9.0,5.0,Meia Praia
41434073.0,1,3,1.0,-27.15435,-48.58852,2022.0,9.0,5.0,Meia Praia
52796586.0,3,4,4.0,-27.1199,-48.62631,2022.0,9.0,5.0,Meia Praia
39215658.0,4,3,3.0,-27.12555,-48.60656,2022.0,9.0,5.0,Morretes
46048925.0,3,3,4.0,-27.13571,-48.59369,2022.0,9.0,5.0,Meia Praia
6.883781178315036e+17,4,3,5.0,-27.129,-48.603,2022.0,9.0,12.0,Meia Praia
52530322.0,2,2,4.0,-27.142,-48.594,2022.0,9.0,12.0,Morretes
15523493.0,2,3,7.0,-27.13072,-48.59885,2022.0,9.0,12.0,Meia Praia
6.889898343913418e+17,3,3,3.0,-27.1522,-48.57224,2022.0,9.0,12.0,Meia Praia
39250478.0,1,2,2.0,-27.12654,-48.61862,2022.0,9.0,19.0,Meia Praia
20432864.0,1,1,1.0,-27.13562,-48.59539,2022.0,9.0,19.0,Morretes
31308787.0,2,2,2.0,-27.09384,-48.61082,2022.0,9.0,19.0,Meia Praia
53110869.0,3,4,6.0,-27.13655,-48.5946,2022.0,9.0,19.0,Morretes
7.059464680670263e+17,2,2,4.0,-27.14112,-48.59603,2022.0,9.0,19.0,Meia Praia
24353133.0,2,2,3.0,-27.12942,-48.60158,2022.0,9.0,19.0,Meia Praia
46313632.0,3,3,3.0,-27.12636,-48.60408,2022.0,11.0,28.0,Centro
53046538.0,2,2,5.0,-27.13675,-48.5991,2022.0,11.0,28.0,Meia Praia
44647390.0,3,3,3.0,-27.15543,-48.56801,2022.0,11.0,28.0,Meia Praia
53110869.0,3,4,6.0,-27.13655,-48.5946,2022.0,10.0,8.0,Meia Praia
6.889898343913418e+17,3,3,3.0,-27.1522,-48.57224,2022.0,10.0,8.0,Morretes
47330953.0,1,1,3.0,-27.1016,-48.61652,2022.0,10.0,8.0,Meia Praia
24755374.0,2,3,3.0,-27.121,-48.608,2022.0,10.0,8.0,Meia Praia
45213954.0,2,2,4.0,-27.134,-48.608,2022.0,10.0,8.0,Morretes
39250478.0,1,2,2.0,-27.12654,-48.61862,2022.0,10.0,8.0,Meia Praia
7.153161895998993e+17,2,2,2.0,-27.135,-48.599,2022.0,10.0,3.0,Meia Praia
52530322.0,2,2,4.0,-27.142,-48.594,2022.0,9.0,5.0,Centro
38327538.0,1,1,1.0,-27.09957,-48.66086,2022.0,9.0,5.0,Meia Praia
53722008.0,2,2,3.0,-27.13299,-48.59837,2022.0,10.0,10.0,Meia Praia
31308787.0,2,2,2.0,-27.09384,-48.61082,2022.0,7.0,25.0,Centro
45675384.0,2,3,5.0,-27.1295,-48.59856,2022.0,7.0,25.0,Centro
